,FTR,HTGD,ATGD,HTP,ATP,HM1,AM1,HM2,AM2,HM3,AM3
149,H,0.17647058823529413,-0.17647058823529413,1.2941176470588236,1.2352941176470589,D,W,L,W,D,D
150,H,0.23529411764705882,0.47058823529411764,1.2941176470588236,1.8235294117647058,W,W,D,W,D,W
151,D,0.17647058823529413,-0.7058823529411765,1.4705882352941178,0.7647058823529411,L,D,W,W,D,L
152,D,1.4705882352941178,1.1176470588235294,2.0588235294117645,2.176470588235294,W,W,W,W,L,W
153,NH,0.05555555555555555,1.3888888888888888,1.3888888888888888,2.4444444444444446,W,W,D,W,L,D
154,H,0.0,-0.7222222222222222,1.1666666666666667,1.0,L,L,L,L,L,L
155,D,0.16666666666666666,0.16666666666666666,1.4444444444444444,1.1666666666666667,D,D,L,D,W,W
156,H,-0.05555555555555555,-0.2222222222222222,1.0555555555555556,1.1666666666666667,D,L,D,W,L,W
157,H,0.0,-0.9444444444444444,0.8888888888888888,0.6666666666666666,D,L,L,L,W,D
158,H,-0.6111111111111112,1.0,0.7777777777777778,2.111111111111111,D,D,D,W,W,W
159,NH,0.16666666666666666,-0.8333333333333334,1.3888888888888888,0.6666666666666666,W,D,W,D,D,D
160,NH,-0.2777777777777778,1.4444444444444444,1.1111111111111112,2.0,W,D,D,W,L,W
161,NH,-1.2777777777777777,0.5555555555555556,0.6666666666666666,1.7222222222222223,W,L,L,W,L,W
162,H,1.368421052631579,-0.10526315789473684,2.473684210526316,1.1578947368421053,W,W,W,D,W,D
163,D,-0.7894736842105263,-1.2105263157894737,0.7894736842105263,0.631578947368421,W,L,D,W,D,L
164,D,-0.21052631578947367,0.15789473684210525,1.105263157894737,1.4210526315789473,L,D,L,D,W,L
165,D,-0.8947368421052632,0.15789473684210525,0.631578947368421,1.3157894736842106,L,L,L,W,L,W
166,H,1.0,-0.3157894736842105,2.0,1.0526315789473684,L,L,D,W,W,D
167,D,0.5263157894736842,0.0,1.7894736842105263,1.263157894736842,W,W,L,L,W,L
168,H,1.4736842105263157,-0.10526315789473684,2.0526315789473686,1.0,W,W,D,D,W,L
169,D,0.15789473684210525,-0.5789473684210527,1.1578947368421053,0.8947368421052632,D,W,D,D,D,D
170,H,-0.5789473684210527,-0.05263157894736842,0.9473684210526315,1.3157894736842106,L,L,L,W,L,D
171,H,0.1,-0.85,1.25,0.8,D,D,W,W,L,D
172,D,0.15,1.3,1.4,2.5,D,W,D,W,D,W
173,D,-1.15,-0.85,0.65,0.65,D,D,L,L,W,L
174,D,-0.1,-0.3,0.95,1.0,L,L,W,L,D,W
175,H,0.2,0.9,1.15,2.05,D,W,D,L,D,D
176,H,0.1,-0.75,1.1,1.05,L,W,W,L,D,L
177,D,-0.05,0.5,1.25,1.75,L,D,L,W,W,L
178,NH,-0.6,-0.15,0.9,1.1,D,D,W,L,D,L
179,D,0.15,1.4,1.3,2.1,D,W,L,W,W,D
180,H,-0.23809523809523808,0.09523809523809523,1.0,1.2857142857142858,D,D,L,D,L,L
181,D,-0.8095238095238095,-0.047619047619047616,0.7619047619047619,1.2380952380952381,L,D,D,L,W,L
182,NH,-0.19047619047619047,0.23809523809523808,1.1904761904761905,1.2380952380952381,W,W,D,D,L,D
183,H,0.9047619047619048,-0.14285714285714285,1.9523809523809523,0.9523809523809523,L,D,W,L,L,W
184,H,0.6190476190476191,-0.047619047619047616,1.7142857142857142,1.1904761904761905,D,W,D,L,W,W
185,NH,1.2380952380952381,-1.0,2.0476190476190474,0.6666666666666666,D,D,W,D,W,L
186,D,-0.7142857142857143,0.14285714285714285,1.0,1.380952380952381,L,D,W,D,L,D
187,H,1.2857142857142858,-0.6190476190476191,2.4285714285714284,0.8571428571428571,D,L,W,D,W,W
188,D,-0.8095238095238095,0.09523809523809523,0.6666666666666666,1.3333333333333333,D,W,D,D,L,W
189,NH,0.045454545454545456,1.2272727272727273,1.3181818181818181,1.9545454545454546,D,L,W,D,D,W
190,D,0.22727272727272727,1.2272727272727273,1.3181818181818181,2.4545454545454546,W,W,W,D,D,W
191,NH,0.09090909090909091,0.6363636363636364,1.3636363636363635,1.7727272727272727,D,W,D,D,D,D
192,H,-0.8636363636363636,-0.3181818181818182,0.7727272727272727,1.0909090909090908,W,W,D,D,D,L
